mc_module,ml_module,base_score,concept,synonym,text_v3,broad_pen,reranked
fieldext,Mathlib.FieldTheory.Isaacs,0.3347,0.0,0.0,0.1721,0.0,0.3519
fieldext,Mathlib.FieldTheory.Minpoly.Field,0.3338,0.0,0.0,0.1684,0.0,0.3506
fieldext,Mathlib.FieldTheory.Fixed,0.3248,0.0,0.0,0.1326,0.0,0.3381
fieldext,Mathlib.Algebra.Field.Subfield.Defs,0.3247,0.0,0.0,0.1319,0.0,0.3379
fieldext,Mathlib.FieldTheory.Relrank,0.3228,0.0,0.0,0.1246,0.0,0.3353
galois,Mathlib.FieldTheory.Galois.Notation,0.4633,1.0,0.2,0.3198,0.0,0.7613
galois,Mathlib.FieldTheory.Extension,0.4584,0.0,0.0,0.1536,0.0,0.4738
galois,Mathlib.FieldTheory.Galois.Basic,0.4361,1.0,0.2,0.211,0.0,0.7232
galois,Mathlib.FieldTheory.Galois.Profinite,0.4351,1.0,0.2,0.2071,0.0,0.7218
galois,Mathlib.FieldTheory.PolynomialGaloisGroup,0.4293,1.0,0.1429,0.367,0.0,0.7274
galois,Mathlib.FieldTheory.Galois.GaloisClosure,0.4277,1.0,0.1667,0.2821,0.0,0.7192
galois,Mathlib.FieldTheory.Galois.Abelian,0.4257,1.0,0.2,0.1697,0.0,0.7087
galois,Mathlib.FieldTheory.Finite.Extension,0.4236,0.0,0.0,0.1611,0.0,0.4397
galois,Mathlib.FieldTheory.Galois.Infinite,0.4199,1.0,0.2,0.1461,0.0,0.7005
galois,Mathlib.FieldTheory.Finite.GaloisField,0.4087,1.0,0.1667,0.206,0.0,0.6926
finfield,Mathlib.FieldTheory.Finite.Trace,0.4367,0.4,0.2857,0.2133,0.0,0.5809
finfield,Mathlib.FieldTheory.Finite.Valuation,0.4238,0.4,0.2857,0.1619,0.0,0.5628
finfield,Mathlib.FieldTheory.Finite.Basic,0.4222,0.4,0.2857,0.1553,0.0,0.5606
finfield,Mathlib.FieldTheory.Finite.Extension,0.4159,0.4,0.2857,0.1303,0.0,0.5518
finfield,Mathlib.FieldTheory.Finite.GaloisField,0.4093,0.6,0.4286,0.2087,0.0,0.6145
finfield,Mathlib.FieldTheory.Finite.Polynomial,0.4093,0.4,0.2857,0.1039,0.0,0.5425
finfield,Mathlib.Algebra.Algebra.Field,0.3496,0.2,0.2,0.0483,0.0,0.4204
finfield,Mathlib.NumberTheory.NumberField.FinitePlaces,0.3406,0.4,0.2,0.0735,0.0,0.464
finfield,Mathlib.Algebra.Field.Shrink,0.3323,0.2,0.1667,0.089,0.0,0.4045
finfield,Mathlib.FieldTheory.Cardinality,0.3307,0.2,0.1429,0.156,0.0,0.4077
all_ssreflect,Mathlib.Data.Matrix.Reflection,0.2917,0.0,0.0,0.0,0.0,0.2917
all_ssreflect,Mathlib.Data.Fin.Tuple.Reflection,0.2786,0.0,0.0,0.0,0.0,0.2786
all_ssreflect,Mathlib.Data.Bool.AllAny,0.2688,0.5,0.1667,0.0,0.0,0.4071
all_ssreflect,Mathlib.Data.List.Intervals,0.25,0.0,0.0,0.0,0.0,0.25
all_ssreflect,Mathlib.Data.Fin.Basic,0.25,0.0,0.0,0.0,0.0,0.25
all_ssreflect,Mathlib.Data.List.Permutation,0.25,0.0,0.0,0.0,0.0,0.25
all_ssreflect,Mathlib.Logic.Pairwise,0.25,0.0,0.0,0.0,0.0,0.25
all_ssreflect,Mathlib.Data.PSigma.Order,0.25,0.0,0.0,0.0,0.0,0.25
all_ssreflect,Mathlib.Data.Prod.Lex,0.25,0.0,0.0,0.0,0.0,0.25
all_ssreflect,Mathlib.Data.Sigma.Order,0.25,0.0,0.0,0.0,0.0,0.25
all,Mathlib.Util.GetAllModules,0.11,1.0,0.2,0.0,0.0,0.376
all,Mathlib.Data.Bool.AllAny,0.11,1.0,0.2,0.0,0.0,0.376
all,Mathlib.Algebra.Algebra.Hom,0.0,0.0,0.0,0.0,0.0,0.0
all,Mathlib.Algebra.Algebra.Hom.Rat,0.0,0.0,0.0,0.0,0.0,0.0
all,Mathlib.Util.Notation3,0.0,0.0,0.0,0.0,0.0,0.0
all,Mathlib,0.0,0.0,0.0,0.0,0.0,0.0
all,Mathlib.Util.WithWeakNamespace,0.0,0.0,0.0,0.0,0.0,0.0
all,Mathlib.Util.WhatsNew,0.0,0.0,0.0,0.0,0.0,0.0
all,Mathlib.Util.TransImports,0.0,0.0,0.0,0.0,0.0,0.0
all,Mathlib.Util.TermReduce,0.0,0.0,0.0,0.0,0.0,0.0
vcharacter,Mathlib.RepresentationTheory.Character,0.3472,0.2,0.1429,0.2223,0.0,0.4309
vcharacter,Mathlib.RepresentationTheory.Invariants,0.2521,0.0,0.0,0.0069,0.0,0.2528
vcharacter,Mathlib.RepresentationTheory.FinGroupCharZero,0.251,0.0,0.0,0.0032,0.0,0.2513
vcharacter,Mathlib.GroupTheory.IndexNormal,0.2376,0.0,0.0,0.1503,0.0,0.2526
vcharacter,Mathlib.GroupTheory.FiniteIndexNormalSubgroup,0.2209,0.0,0.0,0.0835,0.0,0.2293
vcharacter,Mathlib.GroupTheory.SchurZassenhaus,0.2198,0.0,0.0,0.0791,0.0,0.2277
vcharacter,Mathlib.GroupTheory.SpecificGroups.Alternating,0.2174,0.0,0.0,0.0697,0.0,0.2244
vcharacter,Mathlib.RepresentationTheory.Irreducible,0.2158,0.0,0.0,0.0633,0.0,0.2221
vcharacter,Mathlib.GroupTheory.Index,0.2142,0.0,0.0,0.0567,0.0,0.2199
vcharacter,Mathlib.GroupTheory.CosetCover,0.2141,0.0,0.0,0.0566,0.0,0.2198
integral_char,Mathlib.RepresentationTheory.FinGroupCharZero,0.3501,0.3333,0.0909,0.1004,0.0,0.4508
integral_char,Mathlib.RepresentationTheory.Character,0.3425,0.1667,0.1429,0.2034,0.0,0.4159
integral_char,Mathlib.RepresentationTheory.Invariants,0.2552,0.0,0.0,0.0165,0.0,0.2569
integral_char,Mathlib.GroupTheory.ClassEquation,0.2253,0.0,0.0,0.1011,0.0,0.2354
integral_char,Mathlib.GroupTheory.Perm.Centralizer,0.2212,0.0,0.0,0.0849,0.0,0.2297
integral_char,Mathlib.GroupTheory.SpecificGroups.Alternating.Centralizer,0.2199,0.0,0.0,0.0796,0.0,0.2279
integral_char,Mathlib.GroupTheory.Congruence.Opposite,0.2135,0.0,0.0,0.0542,0.0,0.2189
integral_char,Mathlib.GroupTheory.Exponent,0.2131,0.0,0.0,0.0523,0.0,0.2183
integral_char,Mathlib.GroupTheory.OreLocalization.Basic,0.213,0.0,0.0,0.0522,0.0,0.2182
integral_char,Mathlib.GroupTheory.OrderOfElement,0.2125,0.0,0.0,0.0501,0.0,0.2175
mxrepresentation,Mathlib.RepresentationTheory.Semisimple,0.3869,0.25,0.2222,0.381,0.0,0.5053
mxrepresentation,Mathlib.RepresentationTheory.Irreducible,0.3592,0.125,0.1,0.27,0.0,0.4254
mxrepresentation,Mathlib.RepresentationTheory.Maschke,0.3476,0.25,0.2222,0.2238,0.0,0.4503
mxrepresentation,Mathlib.RepresentationTheory.Character,0.3465,0.125,0.1,0.2194,0.0,0.4077
mxrepresentation,Mathlib.RepresentationTheory.Rep,0.3457,0.125,0.1,0.2163,0.0,0.4066
mxrepresentation,Mathlib.RepresentationTheory.AlgebraRepresentation.Basic,0.3338,0.125,0.0833,0.2603,0.0,0.3977
mxrepresentation,Mathlib.RepresentationTheory.Submodule,0.3287,0.125,0.1,0.1483,0.0,0.3828
mxrepresentation,Mathlib.RepresentationTheory.Coinduced,0.3276,0.125,0.1,0.1438,0.0,0.3812
mxrepresentation,Mathlib.RepresentationTheory.Subrepresentation,0.3255,0.125,0.1,0.1353,0.0,0.3783
mxrepresentation,Mathlib.RepresentationTheory.Basic,0.3254,0.125,0.1,0.1348,0.0,0.3781
inertia,Mathlib.RepresentationTheory.FinGroupCharZero,0.3237,0.0,0.0,0.0159,0.0,0.3253
inertia,Mathlib.GroupTheory.PGroup,0.3052,0.0,0.0,0.0543,0.0,0.3106
inertia,Mathlib.GroupTheory.Sylow,0.3034,0.0,0.0,0.047,0.0,0.3081
inertia,Mathlib.GroupTheory.Index,0.3026,0.0,0.0,0.0437,0.0,0.307
inertia,Mathlib.GroupTheory.Torsion,0.3022,0.0,0.0,0.0421,0.0,0.3064
inertia,Mathlib.GroupTheory.Schreier,0.3021,0.0,0.0,0.0417,0.0,0.3063
inertia,Mathlib.GroupTheory.Commensurable,0.3015,0.0,0.0,0.0392,0.0,0.3054
inertia,Mathlib.GroupTheory.Divisible,0.2994,0.0,0.0,0.031,0.0,0.3025
inertia,Mathlib.GroupTheory.Rank,0.2984,0.0,0.0,0.0268,0.0,0.3011
inertia,Mathlib.GroupTheory.Transfer,0.2982,0.0,0.0,0.0263,0.0,0.3008
character,Mathlib.RepresentationTheory.Character,0.5333,1.0,0.25,0.2332,0.0,0.8266
character,Mathlib.RepresentationTheory.Irreducible,0.3422,0.0,0.0,0.1289,0.0,0.3551
character,Mathlib.RepresentationTheory.Induced,0.3374,0.0,0.0,0.1097,0.0,0.3484
character,Mathlib.RepresentationTheory.Coinduced,0.3321,0.0,0.0,0.0886,0.0,0.341
character,Mathlib.RepresentationTheory.Rep,0.3303,0.0,0.0,0.0811,0.0,0.3384
character,Mathlib.RepresentationTheory.Semisimple,0.3278,0.0,0.0,0.0711,0.0,0.3349
character,Mathlib.RepresentationTheory.Subrepresentation,0.3254,0.0,0.0,0.0615,0.0,0.3315
character,Mathlib.RepresentationTheory.Basic,0.3247,0.0,0.0,0.0589,0.0,0.3306
character,Mathlib.RepresentationTheory.Coinvariants,0.3241,0.0,0.0,0.0562,0.0,0.3297
character,Mathlib.RepresentationTheory.Submodule,0.3237,0.0,0.0,0.0547,0.0,0.3292
classfun,Mathlib.GroupTheory.ClassEquation,0.2842,0.0,0.0,0.0619,0.0,0.2904
classfun,Mathlib.RepresentationTheory.FinGroupCharZero,0.2628,0.0,0.0,0.0411,0.0,0.2669
classfun,Mathlib.RepresentationTheory.Invariants,0.2564,0.0,0.0,0.0203,0.0,0.2584
classfun,Mathlib.RepresentationTheory.Character,0.2234,0.2,0.1429,0.0937,0.0,0.2942
classfun,Mathlib.GroupTheory.Perm.Centralizer,0.2209,0.0,0.0,0.0835,0.0,0.2292
classfun,Mathlib.GroupTheory.CosetCover,0.2178,0.0,0.0,0.0711,0.0,0.2249
classfun,Mathlib.GroupTheory.SpecificGroups.Alternating.Centralizer,0.2147,0.0,0.0,0.0586,0.0,0.2206
classfun,Mathlib.GroupTheory.Coxeter.Inversion,0.2137,0.0,0.0,0.0546,0.0,0.2192
classfun,Mathlib.GroupTheory.GroupAction.Support,0.211,0.0,0.0,0.0441,0.0,0.2154
classfun,Mathlib.GroupTheory.SpecificGroups.KleinFour,0.2108,0.0,0.0,0.0432,0.0,0.2151
mxabelem,Mathlib.GroupTheory.Coxeter.Matrix,0.2916,0.0,0.0,0.0916,0.0,0.3008
mxabelem,Mathlib.RepresentationTheory.FinGroupCharZero,0.2864,0.0,0.0,0.1166,0.0,0.2981
mxabelem,Mathlib.GroupTheory.FreeAbelianGroup,0.2798,0.0,0.0,0.0748,0.0,0.2873
mxabelem,Mathlib.GroupTheory.FiniteAbelian.Duality,0.2755,0.0,0.0,0.0818,0.0,0.2837
mxabelem,Mathlib.RepresentationTheory.Invariants,0.275,0.0,0.0,0.0801,0.0,0.283
mxabelem,Mathlib.GroupTheory.FiniteAbelian.Basic,0.2748,0.0,0.0,0.0792,0.0,0.2827
mxabelem,Mathlib.RepresentationTheory.AlgebraRepresentation.Basic,0.2398,0.0,0.0,0.1594,0.0,0.2557
mxabelem,Mathlib.GroupTheory.GroupAction.Iwasawa,0.2359,0.0,0.0,0.1435,0.0,0.2503
mxabelem,Mathlib.RepresentationTheory.Semisimple,0.2357,0.0,0.0,0.1428,0.0,0.25
mxabelem,Mathlib.RepresentationTheory.Character,0.2323,0.0,0.0,0.1292,0.0,0.2452
all_character,Mathlib.RepresentationTheory.Character,0.5159,0.5,0.2,0.3836,0.0,0.6953
all_character,Mathlib.RepresentationTheory.Subrepresentation,0.2917,0.0,0.0,0.0,0.0,0.2917
all_character,Mathlib.RepresentationTheory.Rep,0.2917,0.0,0.0,0.0,0.0,0.2917
all_character,Mathlib.RepresentationTheory.Coinvariants,0.2917,0.0,0.0,0.0,0.0,0.2917
all_character,Mathlib.RepresentationTheory.Coinduced,0.2917,0.0,0.0,0.0,0.0,0.2917
all_character,Mathlib.RepresentationTheory.Basic,0.2917,0.0,0.0,0.0,0.0,0.2917
all_character,Mathlib.RepresentationTheory.Tannaka,0.2917,0.0,0.0,0.0,0.0,0.2917
all_character,Mathlib.RepresentationTheory.Invariants,0.2917,0.0,0.0,0.0,0.0,0.2917
all_character,Mathlib.RepresentationTheory.Maschke,0.2917,0.0,0.0,0.0,0.0,0.2917
all_character,Mathlib.RepresentationTheory.Irreducible,0.2917,0.0,0.0,0.0,0.0,0.2917
intdiv,Mathlib.Algebra.MonoidAlgebra.Division,0.3243,0.0,0.0,0.1829,0.0,0.3426
intdiv,Mathlib.Algebra.Divisibility.Finite,0.305,0.0,0.0,0.0534,0.0,0.3103
intdiv,Mathlib.Algebra.Divisibility.Prod,0.3046,0.0,0.0,0.0516,0.0,0.3098
intdiv,Mathlib.Algebra.Divisibility.Basic,0.3034,0.0,0.0,0.0469,0.0,0.3081
intdiv,Mathlib.Algebra.Divisibility.Hom,0.3032,0.0,0.0,0.046,0.0,0.3078
intdiv,Mathlib.Algebra.MvPolynomial.Division,0.3023,0.0,0.0,0.1342,0.0,0.3157
intdiv,Mathlib.Algebra.Divisibility.Units,0.2996,0.0,0.0,0.0317,0.0,0.3028
intdiv,Mathlib.RingTheory.Localization.Integer,0.2974,0.0,0.0,0.1145,0.0,0.3088
intdiv,Mathlib.Algebra.Ring.Divisibility.Basic,0.2927,0.0,0.0,0.0564,0.0,0.2983
intdiv,Mathlib.Algebra.Ring.Divisibility.Lemmas,0.292,0.0,0.0,0.0537,0.0,0.2974
matrix,Mathlib.LinearAlgebra.Matrix.Determinant.Basic,0.6254,1.0,0.1667,0.2351,0.0,0.9122
matrix,Mathlib.LinearAlgebra.Matrix.Determinant.Misc,0.6014,1.0,0.1667,0.139,0.0,0.8786
matrix,Mathlib.LinearAlgebra.Matrix.Transvection,0.5753,1.0,0.2,0.4012,0.0,0.8814
matrix,Mathlib.LinearAlgebra.Matrix.Stochastic,0.5588,1.0,0.2,0.3352,0.0,0.8583
matrix,Mathlib.LinearAlgebra.Determinant,0.5538,0.0,0.0,0.095,0.0,0.5633
matrix,Mathlib.LinearAlgebra.Matrix.Swap,0.5464,1.0,0.2,0.2857,0.0,0.841
matrix,Mathlib.LinearAlgebra.Matrix.Vec,0.5417,1.0,0.2,0.2668,0.0,0.8344
matrix,Mathlib.LinearAlgebra.Matrix.Adjugate,0.5411,1.0,0.2,0.2644,0.0,0.8335
matrix,Mathlib.LinearAlgebra.Matrix.Trace,0.5288,1.0,0.2,0.2153,0.0,0.8163
matrix,Mathlib.LinearAlgebra.Matrix.Orthogonal,0.5225,1.0,0.2,0.1902,0.0,0.8075
mxred,Mathlib.LinearAlgebra.Matrix.BaseChange,0.3557,0.0,0.0,0.4027,0.0,0.396
mxred,Mathlib.Algebra.Algebra.Subalgebra.Matrix,0.3459,0.0,0.0,0.2169,0.0,0.3676
mxred,Mathlib.Algebra.Central.Matrix,0.331,0.0,0.0,0.1575,0.0,0.3467
mxred,Mathlib.Algebra.Azumaya.Matrix,0.3229,0.0,0.0,0.1248,0.0,0.3354
mxred,Mathlib.LinearAlgebra.Matrix.Basis,0.3228,0.0,0.0,0.2162,0.0,0.3444
mxred,Mathlib.Algebra.Lie.Matrix,0.3224,0.0,0.0,0.1228,0.0,0.3347
mxred,Mathlib.LinearAlgebra.Matrix.CharP,0.3219,0.0,0.0,0.2433,0.0,0.3462
mxred,Mathlib.LinearAlgebra.Matrix.Permanent,0.3189,0.0,0.0,0.2006,0.0,0.339
mxred,Mathlib.LinearAlgebra.Matrix.Gershgorin,0.3177,0.0,0.0,0.1956,0.0,0.3373
mxred,Mathlib.LinearAlgebra.Matrix.Swap,0.3164,0.0,0.0,0.1907,0.0,0.3355
polyXY,Mathlib.Algebra.Polynomial.Bivariate,0.4355,0.2,0.1667,0.2085,0.0,0.5197
polyXY,Mathlib.RingTheory.Polynomial.HilbertPoly,0.3589,0.4,0.2222,0.1957,0.0,0.4962
polyXY,Mathlib.Algebra.Polynomial.Homogenize,0.3395,0.2,0.1667,0.2437,0.0,0.4272
polyXY,Mathlib.Algebra.Polynomial.Identities,0.3256,0.2,0.1667,0.188,0.0,0.4077
polyXY,Mathlib.Algebra.Polynomial.Roots,0.3199,0.2,0.1667,0.1651,0.0,0.3997
polyXY,Mathlib.Algebra.Polynomial.Inductions,0.3133,0.2,0.1667,0.1388,0.0,0.3905
polyXY,Mathlib.Algebra.Polynomial.Monomial,0.3064,0.2,0.1667,0.1113,0.0,0.3809
polyXY,Mathlib.Algebra.Polynomial.Mirror,0.3051,0.2,0.1667,0.106,0.0,0.379
polyXY,Mathlib.Algebra.Polynomial.Smeval,0.3047,0.2,0.1667,0.1045,0.0,0.3785
polyXY,Mathlib.Algebra.Polynomial.Lifts,0.3041,0.2,0.1667,0.1023,0.0,0.3777
num_theory/numfield,Mathlib.NumberTheory.NumberField.Completion,0.4278,0.375,0.2222,0.0863,0.0,0.548
num_theory/numfield,Mathlib.NumberTheory.NumberField.House,0.4277,0.375,0.2222,0.0859,0.0,0.5478
num_theory/numfield,Mathlib.NumberTheory.NumberField.Norm,0.4201,0.375,0.2222,0.0552,0.0,0.5372
num_theory/numfield,Mathlib.NumberTheory.Height.NumberField,0.4172,0.375,0.2222,0.0439,0.0,0.5331
num_theory/numfield,Mathlib.NumberTheory.NumberField.Basic,0.4145,0.375,0.2222,0.0328,0.0,0.5293
num_theory/numfield,Mathlib.NumberTheory.FunctionField,0.4141,0.375,0.2222,0.0315,0.0,0.5288
num_theory/numfield,Mathlib.NumberTheory.NumberField.Ideal.Asymptotics,0.3987,0.375,0.2,0.0615,0.0,0.5146
num_theory/numfield,Mathlib.NumberTheory.NumberField.Discriminant.Defs,0.3977,0.375,0.2,0.0576,0.0,0.5132
num_theory/numfield,Mathlib.NumberTheory.NumberField.Cyclotomic.Three,0.3972,0.375,0.2,0.0554,0.0,0.5125
num_theory/numfield,Mathlib.NumberTheory.NumberField.Cyclotomic.PID,0.3966,0.375,0.2,0.0532,0.0,0.5117
num_theory/ssrnum,Mathlib.NumberTheory.Cyclotomic.Rat,0.4021,0.3,0.2,0.0751,0.0,0.5006
num_theory/ssrnum,Mathlib.NumberTheory.Harmonic.Int,0.3975,0.3,0.2,0.0567,0.0,0.4942
num_theory/ssrnum,Mathlib.NumberTheory.Zsqrtd.GaussianInt,0.3619,0.3,0.1667,0.0475,0.0,0.455
num_theory/ssrnum,Mathlib.NumberTheory.Ostrowski,0.3579,0.3,0.2222,0.1428,0.0,0.465
num_theory/ssrnum,Mathlib.NumberTheory.Wilson,0.3458,0.3,0.2222,0.0942,0.0,0.448
num_theory/ssrnum,Mathlib.NumberTheory.Primorial,0.3445,0.3,0.2222,0.0889,0.0,0.4462
num_theory/ssrnum,Mathlib.NumberTheory.Basic,0.3424,0.3,0.2222,0.0806,0.0,0.4432
num_theory/ssrnum,Mathlib.NumberTheory.Fermat,0.3401,0.3,0.2222,0.0717,0.0,0.44
num_theory/ssrnum,Mathlib.NumberTheory.Niven,0.3401,0.3,0.2222,0.0717,0.0,0.44
num_theory/ssrnum,Mathlib.NumberTheory.Modular,0.3373,0.3,0.2222,0.0604,0.0,0.4361
ssralg,Mathlib.Algebra.Ring.Action.Field,0.4867,0.3333,0.2857,0.2038,0.0,0.6133
ssralg,Mathlib.Algebra.Module.RingHom,0.4526,0.3333,0.25,0.1853,0.0,0.5745
ssralg,Mathlib.Algebra.Order.Module.Field,0.4425,0.1667,0.125,0.0273,0.0,0.4969
ssralg,Mathlib.Algebra.Module.Torsion.Field,0.4414,0.1667,0.125,0.0225,0.0,0.4953
ssralg,Mathlib.Algebra.Ring.Centralizer,0.4334,0.3333,0.3333,0.305,0.0,0.5739
ssralg,Mathlib.Algebra.Ring.Identities,0.43,0.3333,0.3333,0.2914,0.0,0.5691
ssralg,Mathlib.Algebra.Ring.Shrink,0.4225,0.3333,0.3333,0.2615,0.0,0.5586
ssralg,Mathlib.Algebra.Ring.Associated,0.4198,0.3333,0.3333,0.2505,0.0,0.5549
ssralg,Mathlib.Algebra.Ring.Center,0.4191,0.3333,0.3333,0.2479,0.0,0.5539
ssralg,Mathlib.Algebra.Ring.Regular,0.4183,0.3333,0.3333,0.2447,0.0,0.5528
mxpoly,Mathlib.LinearAlgebra.Matrix.Polynomial,0.4107,0.3333,0.25,0.2142,0.0,0.5355
mxpoly,Mathlib.RingTheory.MatrixPolynomialAlgebra,0.3664,0.3333,0.2,0.1768,0.0,0.4834
mxpoly,Mathlib.LinearAlgebra.Matrix.MvPolynomial,0.3613,0.3333,0.2,0.1563,0.0,0.4763
mxpoly,Mathlib.Algebra.Polynomial.Lifts,0.3507,0.1667,0.1429,0.236,0.0,0.4274
mxpoly,Mathlib.RingTheory.Polynomial.Resultant.Basic,0.3376,0.1667,0.1,0.306,0.0,0.4179
mxpoly,Mathlib.Algebra.Polynomial.Identities,0.3286,0.1667,0.1429,0.1476,0.0,0.3965
mxpoly,Mathlib.Algebra.Polynomial.Div,0.3266,0.1667,0.1429,0.1396,0.0,0.3937
mxpoly,Mathlib.LinearAlgebra.Matrix.Charpoly.Coeff,0.3262,0.3333,0.2222,0.2603,0.0,0.4533
mxpoly,Mathlib.Algebra.Polynomial.Eval.Irreducible,0.3247,0.1667,0.125,0.1845,0.0,0.3948
mxpoly,Mathlib.Algebra.Polynomial.Roots,0.3246,0.1667,0.1429,0.1319,0.0,0.3909
interval_inference,Mathlib.Algebra.Order.Interval.Basic,0.4144,0.5,0.2,0.1244,0.0,0.5678
interval_inference,Mathlib.Algebra.Order.Interval.Multiset,0.4133,0.5,0.2,0.1198,0.0,0.5663
interval_inference,Mathlib.Algebra.Order.Ring.Interval,0.4076,0.5,0.2,0.0971,0.0,0.5583
interval_inference,Mathlib.Algebra.Order.Interval.Set.Group,0.3985,0.5,0.1667,0.1653,0.0,0.5534
interval_inference,Mathlib.Algebra.Order.Interval.Set.Monoid,0.3912,0.5,0.1667,0.1361,0.0,0.5431
interval_inference,Mathlib.Algebra.Order.Interval.Finset.Basic,0.3896,0.5,0.1667,0.1298,0.0,0.5409
interval_inference,Mathlib.Algebra.Order.Group.Pointwise.Interval,0.376,0.5,0.1667,0.0753,0.0,0.5219
interval_inference,Mathlib.Algebra.Order.Interval.Set.Instances,0.3724,0.5,0.1667,0.0609,0.0,0.5168
interval_inference,Mathlib.Algebra.Order.ToIntervalMod,0.3531,0.5,0.1429,0.0626,0.0,0.4958
interval_inference,Mathlib.Algebra.Order.Interval.Set.SuccPred,0.3394,0.5,0.125,0.0688,0.0,0.4813
num_theory/numdomain,Mathlib.NumberTheory.Wilson,0.3793,0.375,0.2857,0.0884,0.0,0.5048
num_theory/numdomain,Mathlib.NumberTheory.Primorial,0.3782,0.375,0.2857,0.0841,0.0,0.5032
num_theory/numdomain,Mathlib.NumberTheory.Basic,0.3761,0.375,0.2857,0.0756,0.0,0.5003
num_theory/numdomain,Mathlib.NumberTheory.Fermat,0.374,0.375,0.2857,0.0674,0.0,0.4973
num_theory/numdomain,Mathlib.NumberTheory.Niven,0.374,0.375,0.2857,0.0673,0.0,0.4973
num_theory/numdomain,Mathlib.NumberTheory.Multiplicity,0.3698,0.375,0.2857,0.0506,0.0,0.4915
num_theory/numdomain,Mathlib.NumberTheory.Bertrand,0.3694,0.375,0.2857,0.0489,0.0,0.4909
num_theory/numdomain,Mathlib.NumberTheory.Ostrowski,0.3694,0.375,0.2857,0.0488,0.0,0.4909
num_theory/numdomain,Mathlib.NumberTheory.Rayleigh,0.3684,0.375,0.2857,0.0448,0.0,0.4895
num_theory/numdomain,Mathlib.NumberTheory.Modular,0.3668,0.375,0.2857,0.0387,0.0,0.4873
num_theory/orderedzmod,Mathlib.RingTheory.ZMod,0.3412,0.25,0.1111,0.015,0.0,0.4141
num_theory/orderedzmod,Mathlib.RingTheory.Localization.NumDen,0.3341,0.5,0.2,0.0962,0.0,0.4847
num_theory/orderedzmod,Mathlib.RingTheory.Polynomial.Pochhammer,0.3283,0.25,0.1111,0.006,0.0,0.4003
num_theory/orderedzmod,Mathlib.RingTheory.ZMod.Torsion,0.3266,0.25,0.1,0.0174,0.0,0.3988
num_theory/orderedzmod,Mathlib.NumberTheory.LSeries.ZMod,0.3167,0.375,0.2,0.0268,0.0,0.4291
num_theory/orderedzmod,Mathlib.RingTheory.ZMod.UnitsCyclic,0.3124,0.25,0.0833,0.0495,0.0,0.3865
num_theory/orderedzmod,Mathlib.RingTheory.PowerSeries.WellKnown,0.3086,0.25,0.0769,0.0184,0.0,0.3791
num_theory/orderedzmod,Mathlib.NumberTheory.Wilson,0.2909,0.375,0.2857,0.0884,0.0,0.4164
num_theory/orderedzmod,Mathlib.NumberTheory.Primorial,0.2898,0.375,0.2857,0.0841,0.0,0.4148
num_theory/orderedzmod,Mathlib.NumberTheory.Basic,0.2877,0.375,0.2857,0.0756,0.0,0.4119
ring_quotient,Mathlib.RingTheory.LocalRing.Quotient,0.4329,1.0,0.3333,0.3815,0.0,0.7477
ring_quotient,Mathlib.RingTheory.Trace.Quotient,0.4226,1.0,0.4,0.2618,0.0,0.7308
ring_quotient,Mathlib.RingTheory.Finiteness.Quotient,0.4214,1.0,0.4,0.2572,0.0,0.7291
ring_quotient,Mathlib.RingTheory.Valuation.Quotient,0.4177,1.0,0.4,0.2424,0.0,0.7239
ring_quotient,Mathlib.RingTheory.Ideal.Quotient.Defs,0.3961,1.0,0.3333,0.2342,0.0,0.6962
ring_quotient,Mathlib.RingTheory.Polynomial.Quotient,0.3959,1.0,0.4,0.1551,0.0,0.6934
ring_quotient,Mathlib.Algebra.Quotient,0.3941,0.5,0.3333,0.3363,0.0,0.5794
ring_quotient,Mathlib.RingTheory.Ideal.Quotient.Basic,0.3908,1.0,0.3333,0.2133,0.0,0.6888
ring_quotient,Mathlib.Algebra.Ring.Action.Group,0.3896,0.5,0.2,0.0249,0.0,0.5331
ring_quotient,Mathlib.RingTheory.Ideal.Quotient.Noetherian,0.3757,1.0,0.3333,0.1529,0.0,0.6677
zmodp,Mathlib.Algebra.Prime.Lemmas,0.3211,0.0,0.0,0.1177,0.0,0.3329
zmodp,Mathlib.Algebra.Field.ZMod,0.3137,0.125,0.1,0.1404,0.0,0.367
zmodp,Mathlib.Algebra.Module.ZMod,0.3106,0.125,0.1,0.1282,0.0,0.3627
zmodp,Mathlib.Algebra.Algebra.ZMod,0.3085,0.125,0.1111,0.0673,0.0,0.3554
zmodp,Mathlib.Algebra.Prime.Defs,0.3077,0.0,0.0,0.0642,0.0,0.3141
zmodp,Mathlib.NumberTheory.Modular,0.3038,0.125,0.1,0.101,0.0,0.3531
zmodp,Mathlib.RingTheory.ZMod,0.3034,0.125,0.0909,0.1386,0.0,0.3558
zmodp,Mathlib.RingTheory.ZMod.Torsion,0.3001,0.125,0.0833,0.1561,0.0,0.3536
zmodp,Mathlib.RingTheory.Prime,0.3,0.0,0.0,0.0859,0.0,0.3086
zmodp,Mathlib.RingTheory.ZMod.UnitsCyclic,0.2948,0.125,0.0714,0.1794,0.0,0.3497
vector,Mathlib.LinearAlgebra.AffineSpace.FiniteDimensional,0.3868,0.0,0.0,0.0872,0.0,0.3955
vector,Mathlib.LinearAlgebra.FiniteDimensional.Defs,0.3693,0.0,0.0,0.1884,0.0,0.3881
