mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,name_score,text_score,category_score,graph_score,combined_score,rank
poly,algebra,Mathlib.RingTheory.Polynomial.HilbertPoly,RingTheory,0.2857,0.2708,1.0,0.0,0.2941,1
poly,algebra,Mathlib.Algebra.Polynomial.Sequence,Algebra,0.25,0.1642,1.0,0.0,0.2407,2
poly,algebra,Mathlib.Algebra.Polynomial.Inductions,Algebra,0.25,0.1118,1.0,0.0,0.2197,3
poly,algebra,Mathlib.Algebra.Polynomial.Homogenize,Algebra,0.25,0.1118,1.0,0.0,0.2197,4
poly,algebra,Mathlib.Algebra.Polynomial.Lifts,Algebra,0.25,0.1118,1.0,0.0,0.2197,5
poly,algebra,Mathlib.Algebra.Polynomial.Reverse,Algebra,0.25,0.1118,1.0,0.0,0.2197,6
poly,algebra,Mathlib.Algebra.Polynomial.Mirror,Algebra,0.25,0.1118,1.0,0.0,0.2197,7
poly,algebra,Mathlib.Algebra.Polynomial.Smeval,Algebra,0.25,0.1118,1.0,0.0,0.2197,8
poly,algebra,Mathlib.Algebra.Polynomial.Degree.Defs,Algebra,0.2,0.1411,1.0,0.0,0.2164,9
poly,algebra,Mathlib.Algebra.Polynomial.Degree.TrailingDegree,Algebra,0.1667,0.1656,1.0,0.0,0.2162,10
fraction,algebra,Mathlib.RingTheory.WittVector.FrobeniusFractionField,RingTheory,0.1667,0.4027,1.0,0.0,0.3111,1
fraction,algebra,Mathlib.RingTheory.IntegralDomain,RingTheory,0.25,0.2804,1.0,0.0,0.2871,2
fraction,algebra,Mathlib.RingTheory.Localization.FractionRing,RingTheory,0.1111,0.3817,1.0,0.0,0.286,3
fraction,algebra,Mathlib.Algebra.EuclideanDomain.Field,Algebra,0.2857,0.1477,1.0,0.0,0.2448,4
fraction,algebra,Mathlib.Algebra.Field.IsField,Algebra,0.1429,0.17,1.0,0.0,0.2109,5
fraction,algebra,Mathlib.Algebra.Algebra.Field,Algebra,0.2,0.1097,1.0,0.0,0.2039,6
fraction,algebra,Mathlib.RingTheory.DedekindDomain.IntegralClosure,RingTheory,0.1818,0.1095,1.0,0.0,0.1984,7
fraction,algebra,Mathlib.Algebra.Field.Opposite,Algebra,0.1667,0.1121,1.0,0.0,0.1948,8
fraction,algebra,Mathlib.Algebra.Field.Periodic,Algebra,0.1667,0.107,1.0,0.0,0.1928,9
fraction,algebra,Mathlib.Algebra.Field.Shrink,Algebra,0.1667,0.1028,1.0,0.0,0.1911,10
preorder,order,Mathlib.Order.Preorder.Finite,Order,0.6667,0.1785,1.0,0.0,0.3714,1
preorder,order,Mathlib.Order.Preorder.Finsupp,Order,0.6667,0.1731,1.0,0.0,0.3692,2
preorder,order,Mathlib.Order.Preorder.Chain,Order,0.6667,0.169,1.0,0.0,0.3676,3
preorder,order,Mathlib.Order.Booleanisation,Order,0.3333,0.2267,1.0,0.0,0.2907,4
preorder,order,Mathlib.Order.Sublocale,Order,0.3333,0.2267,1.0,0.0,0.2907,5
preorder,order,Mathlib.Order.Comparable,Order,0.3333,0.2267,1.0,0.0,0.2907,6
preorder,order,Mathlib.Order.Nucleus,Order,0.3333,0.2267,1.0,0.0,0.2907,7
preorder,order,Mathlib.Order.Cofinal,Order,0.3333,0.2267,1.0,0.0,0.2907,8
preorder,order,Mathlib.Order.Antichain,Order,0.3333,0.2267,1.0,0.0,0.2907,9
preorder,order,Mathlib.Order.Concept,Order,0.3333,0.2267,1.0,0.0,0.2907,10
all_order,order,Mathlib.Order.Lattice,Order,0.5,0.1456,1.0,0.0,0.3082,1
all_order,order,Mathlib.Order.BoundedOrder.Lattice,Order,0.3333,0.1511,1.0,0.2,0.3004,2
all_order,order,Mathlib.Order.Booleanisation,Order,0.2,0.3076,1.0,0.0,0.283,3
all_order,order,Mathlib.Order.Comparable,Order,0.2,0.3076,1.0,0.0,0.283,4
all_order,order,Mathlib.Order.Sublocale,Order,0.2,0.3076,1.0,0.0,0.283,5
all_order,order,Mathlib.Order.Concept,Order,0.2,0.3076,1.0,0.0,0.283,6
all_order,order,Mathlib.Order.Nucleus,Order,0.2,0.3076,1.0,0.0,0.283,7
all_order,order,Mathlib.Order.Antisymmetrization,Order,0.2,0.3076,1.0,0.0,0.283,8
all_order,order,Mathlib.Order.Cofinal,Order,0.2,0.3076,1.0,0.0,0.283,9
all_order,order,Mathlib.Order.Antichain,Order,0.2,0.3076,1.0,0.0,0.283,10
order,order,Mathlib.Order.Lattice,Order,0.6667,0.1052,1.0,0.0,0.3421,1
order,order,Mathlib.Order.Types.Defs,Order,0.2,0.3431,1.0,0.0,0.2973,2
order,order,Mathlib.Order.Types.Arithmetic,Order,0.2,0.3317,1.0,0.0,0.2927,3
order,order,Mathlib.Order.Hom.Lattice,Order,0.5,0.1012,1.0,0.0,0.2905,4
order,order,Mathlib.Order.Filter.Partial,Order,0.5,0.1008,1.0,0.0,0.2903,5
order,order,Mathlib.Order.Antichain,Order,0.25,0.2223,1.0,0.125,0.2889,6
order,order,Mathlib.Order.BoundedOrder.Lattice,Order,0.4,0.1092,1.0,0.125,0.2887,7
order,order,Mathlib.Order.Lattice.Congruence,Order,0.5,0.0939,1.0,0.0,0.2876,8
order,order,Mathlib.Order.Bounds.Lattice,Order,0.5,0.0901,1.0,0.0,0.2861,9
order,order,Mathlib.Order.Defs.PartialOrder,Order,0.4,0.124,1.0,0.0,0.2696,10
presentation,fingroup,Mathlib.GroupTheory.FreeGroup.CyclicallyReduced,GroupTheory,0.0,0.098,1.0,0.25,0.1892,1
presentation,fingroup,Mathlib.GroupTheory.GroupExtension.Basic,GroupTheory,0.0,0.0918,1.0,0.25,0.1867,2
presentation,fingroup,Mathlib.GroupTheory.QuotientGroup.Finite,GroupTheory,0.0,0.1234,1.0,0.1667,0.1827,3
presentation,fingroup,Mathlib.GroupTheory.Commutator.Finite,GroupTheory,0.0,0.1068,1.0,0.1667,0.176,4
presentation,fingroup,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.0,0.0716,1.0,0.2,0.1686,5
presentation,fingroup,Mathlib.GroupTheory.Coxeter.Inversion,GroupTheory,0.0,0.0644,1.0,0.2,0.1658,6
presentation,fingroup,Mathlib.GroupTheory.FreeGroup.GeneratorEquiv,GroupTheory,0.0,0.1534,1.0,0.0,0.1614,7
presentation,fingroup,Mathlib.GroupTheory.ClassEquation,GroupTheory,0.0,0.0792,1.0,0.1429,0.1602,8
presentation,fingroup,Mathlib.GroupTheory.GroupAction.Support,GroupTheory,0.0,0.1455,1.0,0.0,0.1582,9
presentation,fingroup,Mathlib.GroupTheory.GroupAction.SubMulAction.OfFixingSubgroup,GroupTheory,0.0,0.0625,1.0,0.1429,0.1536,10
gproduct,fingroup,Mathlib.GroupTheory.SemidirectProduct,GroupTheory,0.375,0.1961,1.0,0.0,0.291,1
gproduct,fingroup,Mathlib.GroupTheory.RegularWreathProduct,GroupTheory,0.2,0.0872,1.0,0.0,0.1949,2
gproduct,fingroup,Mathlib.GroupTheory.GroupAction.Support,GroupTheory,0.1,0.0284,1.0,0.1667,0.1747,3
gproduct,fingroup,Mathlib.GroupTheory.GroupAction.Embedding,GroupTheory,0.1,0.0289,1.0,0.1429,0.1701,4
gproduct,fingroup,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.1111,0.019,1.0,0.1429,0.1695,5
gproduct,fingroup,Mathlib.GroupTheory.Commutator.Finite,GroupTheory,0.1111,0.0248,1.0,0.125,0.1683,6
gproduct,fingroup,Mathlib.GroupTheory.QuotientGroup.Finite,GroupTheory,0.1,0.0299,1.0,0.125,0.167,7
gproduct,fingroup,Mathlib.GroupTheory.ClassEquation,GroupTheory,0.1,0.021,1.0,0.1111,0.1606,8
gproduct,fingroup,Mathlib.GroupTheory.GroupAction.DomAct.Basic,GroupTheory,0.0769,0.0511,1.0,0.0769,0.1589,9
gproduct,fingroup,Mathlib.GroupTheory.SpecificGroups.Cyclic,GroupTheory,0.0909,0.0452,1.0,0.0556,0.1565,10
perm,fingroup,Mathlib.GroupTheory.Perm.Support,GroupTheory,0.125,0.2149,1.0,0.0,0.2234,1
perm,fingroup,Mathlib.GroupTheory.Perm.Cycle.Factors,GroupTheory,0.1111,0.1551,1.0,0.125,0.2204,2
perm,fingroup,Mathlib.GroupTheory.Perm.Finite,GroupTheory,0.125,0.2051,1.0,0.0,0.2195,3
perm,fingroup,Mathlib.GroupTheory.Perm.Cycle.Type,GroupTheory,0.1111,0.2063,1.0,0.0,0.2159,4
perm,fingroup,Mathlib.GroupTheory.Perm.List,GroupTheory,0.125,0.1673,1.0,0.0,0.2044,5
perm,fingroup,Mathlib.GroupTheory.Perm.Option,GroupTheory,0.125,0.159,1.0,0.0,0.2011,6
perm,fingroup,Mathlib.GroupTheory.Perm.Fin,GroupTheory,0.125,0.1586,1.0,0.0,0.2009,7
perm,fingroup,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.125,0.1585,1.0,0.0,0.2009,8
perm,fingroup,Mathlib.GroupTheory.Perm.Sign,GroupTheory,0.125,0.1553,1.0,0.0,0.1996,9
perm,fingroup,Mathlib.GroupTheory.Perm.Cycle.Basic,GroupTheory,0.1111,0.1622,1.0,0.0,0.1982,10
morphism,fingroup,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.1429,0.0245,1.0,0.1667,0.186,1
morphism,fingroup,Mathlib.GroupTheory.Commutator.Finite,GroupTheory,0.1429,0.0229,1.0,0.1429,0.1806,2
morphism,fingroup,Mathlib.GroupTheory.QuotientGroup.Finite,GroupTheory,0.125,0.0292,1.0,0.1429,0.1778,3
morphism,fingroup,Mathlib.GroupTheory.ClassEquation,GroupTheory,0.125,0.0271,1.0,0.125,0.1733,4
morphism,fingroup,Mathlib.GroupTheory.PGroup,GroupTheory,0.1667,0.0412,1.0,0.0,0.1665,5
morphism,fingroup,Mathlib.GroupTheory.Commensurable,GroupTheory,0.1667,0.0385,1.0,0.0,0.1654,6
morphism,fingroup,Mathlib.GroupTheory.Rank,GroupTheory,0.1667,0.0318,1.0,0.0,0.1627,7
morphism,fingroup,Mathlib.GroupTheory.Transfer,GroupTheory,0.1667,0.0314,1.0,0.0,0.1626,8
morphism,fingroup,Mathlib.GroupTheory.Torsion,GroupTheory,0.1667,0.0309,1.0,0.0,0.1624,9
morphism,fingroup,Mathlib.GroupTheory.Complement,GroupTheory,0.1667,0.0303,1.0,0.0,0.1621,10
all_fingroup,fingroup,Mathlib.GroupTheory.FiniteIndexNormalSubgroup,GroupTheory,0.3,0.0,1.0,0.0,0.19,1
all_fingroup,fingroup,Mathlib.GroupTheory.GroupExtension.Defs,GroupTheory,0.1,0.0,1.0,0.25,0.18,2
all_fingroup,fingroup,Mathlib.GroupTheory.Subgroup.Center,GroupTheory,0.25,0.0,1.0,0.0,0.175,3
all_fingroup,fingroup,Mathlib.GroupTheory.Abelianization.Finite,GroupTheory,0.25,0.0,1.0,0.0,0.175,4
all_fingroup,fingroup,Mathlib.GroupTheory.Subgroup.Centralizer,GroupTheory,0.25,0.0,1.0,0.0,0.175,5
all_fingroup,fingroup,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.25,0.0,1.0,0.0,0.175,6
all_fingroup,fingroup,Mathlib.GroupTheory.Commutator.Finite,GroupTheory,0.25,0.0,1.0,0.0,0.175,7
all_fingroup,fingroup,Mathlib.GroupTheory.Subgroup.Saturated,GroupTheory,0.25,0.0,1.0,0.0,0.175,8
all_fingroup,fingroup,Mathlib.GroupTheory.Perm.Finite,GroupTheory,0.25,0.0,1.0,0.0,0.175,9
all_fingroup,fingroup,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.25,0.0,1.0,0.0,0.175,10
action,fingroup,Mathlib.GroupTheory.GroupAction.Blocks,GroupTheory,0.25,0.2887,1.0,0.0,0.2905,1
action,fingroup,Mathlib.GroupTheory.GroupAction.Period,GroupTheory,0.25,0.2887,1.0,0.0,0.2905,2
action,fingroup,Mathlib.GroupTheory.GroupAction.Iwasawa,GroupTheory,0.25,0.2887,1.0,0.0,0.2905,3
action,fingroup,Mathlib.GroupTheory.GroupAction.Ring,GroupTheory,0.25,0.283,1.0,0.0,0.2882,4
action,fingroup,Mathlib.GroupTheory.GroupAction.SubMulAction,GroupTheory,0.2,0.3097,1.0,0.0,0.2839,5
action,fingroup,Mathlib.GroupTheory.GroupAction.Embedding,GroupTheory,0.25,0.2702,1.0,0.0,0.2831,6
action,fingroup,Mathlib.GroupTheory.GroupAction.Support,GroupTheory,0.25,0.2661,1.0,0.0,0.2814,7
action,fingroup,Mathlib.GroupTheory.GroupAction.Primitive,GroupTheory,0.25,0.2621,1.0,0.0,0.2798,8
action,fingroup,Mathlib.GroupTheory.GroupAction.Jordan,GroupTheory,0.25,0.2598,1.0,0.0,0.2789,9
action,fingroup,Mathlib.GroupTheory.GroupAction.Pointwise,GroupTheory,0.25,0.2573,1.0,0.0,0.2779,10
quotient,fingroup,Mathlib.GroupTheory.Coset.Basic,GroupTheory,0.3333,0.3526,1.0,0.0,0.341,1
quotient,fingroup,Mathlib.GroupTheory.Coset.Defs,GroupTheory,0.3333,0.3441,1.0,0.0,0.3376,2
quotient,fingroup,Mathlib.GroupTheory.Coset.Card,GroupTheory,0.3333,0.3397,1.0,0.0,0.3359,3
quotient,fingroup,Mathlib.GroupTheory.DoubleCoset,GroupTheory,0.2857,0.3708,1.0,0.0,0.334,4
quotient,fingroup,Mathlib.GroupTheory.CosetCover,GroupTheory,0.2857,0.3381,1.0,0.0,0.3209,5
quotient,fingroup,Mathlib.GroupTheory.GroupAction.Quotient,GroupTheory,0.2857,0.0762,1.0,0.0,0.2162,6
quotient,fingroup,Mathlib.GroupTheory.QuotientGroup.Basic,GroupTheory,0.2857,0.076,1.0,0.0,0.2161,7
quotient,fingroup,Mathlib.GroupTheory.QuotientGroup.Defs,GroupTheory,0.2857,0.0747,1.0,0.0,0.2156,8
quotient,fingroup,Mathlib.GroupTheory.QuotientGroup.Finite,GroupTheory,0.2857,0.073,1.0,0.0,0.2149,9
quotient,fingroup,Mathlib.GroupTheory.GroupAction.OfQuotient,GroupTheory,0.2222,0.0762,1.0,0.0,0.1972,10
automorphism,fingroup,Mathlib.GroupTheory.Perm.Support,GroupTheory,0.1667,0.1557,1.0,0.0,0.2123,1
automorphism,fingroup,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.1667,0.1283,1.0,0.0,0.2013,2
automorphism,fingroup,Mathlib.GroupTheory.Perm.List,GroupTheory,0.1667,0.1179,1.0,0.0,0.1972,3
automorphism,fingroup,Mathlib.GroupTheory.Perm.Finite,GroupTheory,0.1667,0.1159,1.0,0.0,0.1964,4
automorphism,fingroup,Mathlib.GroupTheory.Perm.Cycle.Type,GroupTheory,0.1429,0.1299,1.0,0.0,0.1948,5
automorphism,fingroup,Mathlib.GroupTheory.Perm.Option,GroupTheory,0.1667,0.1121,1.0,0.0,0.1948,6
automorphism,fingroup,Mathlib.GroupTheory.Perm.Fin,GroupTheory,0.1667,0.1118,1.0,0.0,0.1947,7
automorphism,fingroup,Mathlib.GroupTheory.Perm.Sign,GroupTheory,0.1667,0.1094,1.0,0.0,0.1938,8
automorphism,fingroup,Mathlib.GroupTheory.Perm.Centralizer,GroupTheory,0.1667,0.1064,1.0,0.0,0.1926,9
automorphism,fingroup,Mathlib.GroupTheory.Perm.Basic,GroupTheory,0.1667,0.1019,1.0,0.0,0.1908,10
fingroup,fingroup,Mathlib.GroupTheory.Perm.Finite,GroupTheory,0.2857,0.1579,1.0,0.0,0.2489,1
fingroup,fingroup,Mathlib.GroupTheory.QuotientGroup.Finite,GroupTheory,0.25,0.1708,1.0,0.0,0.2433,2
fingroup,fingroup,Mathlib.GroupTheory.Commutator.Finite,GroupTheory,0.2857,0.1422,1.0,0.0,0.2426,3
fingroup,fingroup,Mathlib.GroupTheory.Abelianization.Finite,GroupTheory,0.2857,0.1399,1.0,0.0,0.2417,4
fingroup,fingroup,Mathlib.GroupTheory.FiniteIndexNormalSubgroup,GroupTheory,0.3333,0.1001,1.0,0.0,0.24,5
fingroup,fingroup,Mathlib.GroupTheory.Subgroup.Saturated,GroupTheory,0.2857,0.1308,1.0,0.0,0.238,6
fingroup,fingroup,Mathlib.GroupTheory.DedekindFinite,GroupTheory,0.25,0.1553,1.0,0.0,0.2371,7
fingroup,fingroup,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.2857,0.1224,1.0,0.0,0.2347,8
fingroup,fingroup,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.2857,0.12,1.0,0.0,0.2337,9
fingroup,fingroup,Mathlib.GroupTheory.Subgroup.Center,GroupTheory,0.2857,0.114,1.0,0.0,0.2313,10
